year,district,bis_exceedances,drinking_risk,ph,tds,co3,hco3,cl,f,no3,so4,na,k,ca,mg,th,ph_z,tds_z,co3_z,hco3_z,cl_z,f_z,no3_z,so4_z,na_z,k_z,ca_z,mg_z,th_z
2018,Bhadradri,5,High,7.97,1177.6,0.0,207.8719019,380,0.59,159.444,37.0,150.3975766,1.9,64.0,106.964,599.8190789,0.26390169572044614,0.5551027831251654,-0.362572139315519,-0.6876891615600391,0.9263518481641692,-0.6734591941971607,0.8661214355780459,-0.06033263851046037,0.23409893070010213,-0.2863830242455925,-0.3056593073986146,1.4263746742072019,0.6846302522764814
2018,Bhadradri,3,High,7.93,992.0,0.0,547.1956631,140,0.9,11.29395,13.0,190.9923317,6.0,24.0,72.93,359.8766447,0.17632378694636616,0.2181566838156116,-0.362572139315519,1.824694771957695,-0.2706049477112973,-0.2774263803511383,-0.6547517435409075,-0.5042358335160488,0.5908543573571242,-0.08840295260133427,-0.924520644459479,0.5580667169177455,-0.22486216174346796
2018,Bhadradri,4,High,8.5,889.6,60.0,299.9504311,170,0.71,70.864,30.0,161.8440782,8.0,24.0,68.068,339.8848684,1.4243089869770051,0.03225538764482322,3.3653733851390846,-0.005931371990826081,-0.120985348226864,-0.5201561694825715,-0.04321977764703822,-0.18980440372042368,0.33469324521139443,0.008172692103181917,-0.924520644459479,0.4340227230192514,-0.3006402080413486
2018,Bhadradri,5,High,8.0,1612.8,0.0,240.9818024,280,0.63,735.214,18.0,235.1246184,17.0,24.0,165.308,739.7203947,0.3295851273010066,1.3451832918510163,-0.362572139315519,-0.4425404523674017,0.4276198498827248,-0.6223581859589643,6.776839321541095,-0.4117560012232179,0.9786983714969836,0.4427630932735047,-0.924520644459479,2.9149026009891275,1.214920719053405
2018,Bhadradri,5,High,8.66,556.16,40.0,249.5312086,90,1.03,7.9722,7.0,72.64980488,0.77,40.0,43.758,279.9259868,1.7746206220733252,-0.5730857080113066,2.12272487698755,-0.37923987270261117,-0.5199709468520195,-0.11134810357699991,-0.6888520390368481,-0.615211632267446,-0.44916518564386776,-0.3409482635036441,-0.6769761096351332,-0.1861972464732176,-0.5279120040875035
2018,Bhadradri,3,High,8.24,500.48,0.0,114.2435835,60,0.29,219.2355,11.0,22.59306207,67.13,56.0,29.172,259.9506579,0.8550525799454864,-0.6741695378041728,-0.362572139315519,-1.3809217310640542,-0.6695905463364528,-1.056716755983634,1.479926754504978,-0.5412277664331813,-0.8890745925180179,2.863431627792203,-0.4294315748107875,-0.558329228168699,-0.6036277071588506
2018,Bhadradri,6,High,8.63,1843.2,60.0,500.1277753,480,0.73,210.3775,18.25,326.4744644,19.5,32.0,155.584,719.7368421,1.7089371904927666,1.7634612082352903,3.3653733851390846,1.4761998576164723,1.4250838464456137,-0.4946056653634732,1.3889926331824693,-0.4071320096085764,1.781500438032502,0.5634826491541499,-0.8007483770473062,2.66681461319214,1.1391738443687909
2018,Bhadradri,1,Moderate,7.18,313.6,0.0,177.4579446,40,1.11,0.4429,8.0,29.8891904,17.6,32.0,19.448,159.9671053,-1.4657620025676317,-1.0134394033158616,-0.362572139315519,-0.9128768625479958,-0.7693369459927416,-0.009146087100606944,-0.7661460421609804,-0.5967156658088798,-0.8249546497100974,0.47173578668485966,-0.8007483770473062,-0.8064172159656867,-0.9826114534880548
2018,Bhadradri,4,High,7.84,646.4,0.0,248.2682761,110,0.47,95.2235,19.0,81.68477438,9.8,72.0,34.034,319.9424342,-0.020726507795313265,-0.40926019076079934,-0.362572139315519,-0.38859073958825563,-0.4202245471957306,-0.8267622189117501,0.20684905598985992,-0.3932600347646517,-0.36976393317010475,0.09509077233724651,-0.1818870399864417,-0.4342852342702053,-0.37623122503867484
2018,Bhadradri,1,Moderate,8.93,294.4,40.0,142.3407799,30,0.47,0.8858,2.25,39.99707701,35.47,32.0,4.862,99.99177632,2.3657715062983633,-1.0482958963478846,2.12272487698755,-1.1728875381074182,-0.8192101458208861,-0.8267622189117501,-0.7615993360948549,-0.7030674729456353,-0.7361243712352471,1.3346391721197117,-0.8007483770473062,-1.1785491976611682,-1.209945592684934
2018,Bhadradri,4,High,7.79,691.84,0.0,153.5363021,160,0.26,141.728,40.0,85.27975782,16.1,64.0,43.758,339.9259868,-0.13019889376291274,-0.3267664905850119,-0.362572139315519,-1.0899948753503217,-0.17085854805500844,-1.0950425121622813,0.6842531929330292,-0.0048447391347618066,-0.33817044657798756,0.3993040531564725,-0.3056593073986146,-0.1861972464732176,-0.30048435035406085
2018,Bhadradri,6,High,8.02,1331.2,0.0,208.1390606,360,0.49,335.2753,41.75,68.17983978,1.9,120.0,145.86,899.7532895,0.3733740816880456,0.8339547273813482,-0.362572139315519,-0.6857110942911695,0.8266054485078802,-0.8012117147926519,2.6711637438298386,0.02752320216772902,-0.4884481989903999,-0.2863830242455925,0.5607465644865955,2.418726625395153,1.8215191487956528
2018,Bhadradri,4,High,8.57,825.6,40.0,352.8490341,130,0.98,57.35555,15.5,193.8426385,7.9,40.0,29.172,219.9506579,1.5775703273316457,-0.08393292246191954,2.12272487698755,0.3857346870341407,-0.32047814753944176,-0.1752243638747455,-0.1818943126638636,-0.45799591736963335,0.6159034656971671,0.0033439098679561236,-0.6769761096351332,-0.558329228168699,-0.7552461429811457
2018,Bhadradri,5,High,8.84,634.24,60.0,242.0656571,110,1.5,18.136755,18.0,73.11603375,1.23,72.0,38.896,339.9342105,2.168721211556684,-0.4313359696810804,3.3653733851390846,-0.43451549377058024,-0.4202245471957306,0.4890887432218082,-0.5845051348192697,-0.4117560012232179,-0.44506786619885724,-0.3187358652216054,-0.1818870399864417,-0.3102412403717114,-0.30045317874079397
2018,Bhupalpally,0,Safe,8.02,269.44,0.0,110.0,20,0.27,3.422409091,57.0,27.0,2.0,24.0,19.448,139.9671053,0.3733740816880456,-1.093609337289514,-0.362572139315519,-1.4123416085528486,-0.8690833456490306,-1.082267260102732,-0.7355591104424759,0.30958669066086336,-0.8503454754782611,-0.28155424201036666,-0.924520644459479,-0.8064172159656867,-1.0584206713992024
2018,Bhupalpally,0,Safe,7.71,258.56,0.0,110.0,40,0.36,22.145,14.0,16.0,4.0,24.0,24.31,159.9588816,-0.30535471131107267,-1.1133613500076605,-0.362572139315519,-1.4123416085528486,-0.7693369459927416,-0.9672899915667903,-0.5433574449208347,-0.4857398670574827,-0.9470158380302757,-0.18497859730585045,-0.924520644459479,-0.682373222067193,-0.9826426251013217
2018,Bhupalpally,0,Safe,8.1,235.52,0.0,110.0,30,0.14,29.99640909,14.0,22.0,3.0,32.0,14.586,139.9753289,0.5485298992362055,-1.1551891416460878,-0.362572139315519,-1.4123416085528486,-0.8192101458208861,-1.2483455368768706,-0.4627567464852165,-0.4857398670574827,-0.8942865493655404,-0.23326641965810854,-0.8007483770473062,-0.9304612098641806,-1.058389500164982
2018,Bhupalpally,5,High,7.94,929.28,0.0,260.0,190,1.04,121.3948636,88.0,156.0,1.0,48.0,63.206,379.8930921,0.19821826413988763,0.10429213991100364,-0.362572139315519,-0.30172799076515316,-0.021238948570575136,-0.09857285151745078,0.47551805043306156,0.8829616508764152,0.28333423081354664,-0.32984206436262475,-0.5532038422229604,0.3099787291207577,-0.14899060060578678
2018,Hyderabad,4,High,7.07,524.16,0.0,274.9990597,60,1.56,37.42505,15.0,33.18059628,1.17,104.0,19.448,339.9671053,-1.7066012516963502,-0.631179863064678,-0.362572139315519,-0.1906735910529492,-0.6695905463364528,0.5657402555791029,-0.3864960856395076,-0.46724390059891646,-0.7960290679168762,-0.32163313456274084,0.3132020296622498,-0.8064172159656867,-0.30032849228772673
2018,Hyderabad,3,High,7.17,735.36,0.0,215.6713142,220,2.49,22.167145,24.0,164.4849717,2.1,72.0,9.724,219.9835526,-1.4876564797611513,-0.24775843971242684,-0.362572139315519,-0.6299416048192334,0.12838065091385817,1.7538386971171702,-0.5431301096175283,-0.3007802024718208,0.3579019844937814,-0.2767254597751408,-0.1818870399864417,-1.0545052037626743,-0.7551214569071246
2018,Hyderabad,5,High,7.26,764.16,0.0,366.7292285,110,1.08,58.68425,21.0,101.9418385,16.74,96.0,29.172,359.9506579,-1.2906061850194719,-0.19547370016439267,-0.362572139315519,0.4885049064886774,-0.4202245471957306,-0.0474718432792543,-0.16825419446548737,-0.35626810184751934,-0.19174050292284953,0.43020825946191754,0.18942976225007693,-0.558329228168699,-0.2245816176031128
2018,Hyderabad,4,High,7.05,924.8,0.0,398.6932882,170,0.841,52.7051,33.0,94.40207972,3.56,160.0,29.172,519.9506579,-1.7503902060833911,0.09615895820353161,-0.362572139315519,0.72516970637267,-0.120985348226864,-0.3528003675024781,-0.22963472635818052,-0.1343165043447251,-0.2580015224516982,-0.20622523914084404,1.17960790154746,-0.558329228168699,0.3818921256860677
2018,Hyderabad,1,Moderate,7.58,498.56,0.0,275.0978692,60,0.794,10.164555,17.0,57.11590859,22.89,56.0,24.31,239.9588816,-0.5899829148268321,-0.677655187107375,-0.362572139315519,-0.1899419965445038,-0.6695905463364528,-0.41284405218235887,-0.6663458440095273,-0.4302519676817841,-0.5856804025711129,0.727178366928305,-0.4294315748107875,-0.682373222067193,-0.6794057534567314
2018,Hyderabad,5,High,6.96,882.56,0.0,316.4927306,160,1.6,118.6972,43.0,80.16061447,1.7,168.0,24.31,519.9588816,-1.9474405008250706,0.019474673533081376,-0.362572139315519,0.11654931530399125,-0.17085854805500844,0.6168412638172994,0.4478244774945072,0.050643160240936756,-0.3831585778143725,-0.29604058871604405,1.303380168959633,-0.682373222067193,0.38192329729933455
2018,Hyderabad,5,High,8.38,787.84,40.0,346.3307385,120,1.23,38.31085,22.0,105.3718166,9.9,80.0,43.758,379.9259868,1.1615752606547673,-0.15248402542489775,2.12272487698755,0.3374726346466367,-0.3703513473675862,0.1441569376139822,-0.3774026735072567,-0.3377721353889532,-0.16159711869807952,0.09991955457247231,-0.058114772574268836,-0.1861972464732176,-0.14886591453176576
2018,Hyderabad,3,High,7.48,536.96,0.0,227.687161,90,0.835,52.04075,18.0,78.69718452,9.89,64.0,19.448,239.9671053,-0.808927686762031,-0.6079422010433293,-0.362572139315519,-0.5409751842503621,-0.5199709468520195,-0.3604655187382076,-0.23645478545736864,-0.4117560012232179,-0.3960195145267341,0.09943667634894975,-0.3056593073986146,-0.8064172159656867,-0.6793745818434647
2018,Jagityal,6,High,8.2,1425.28,0.0,140.0,520,0.55,39.45836364,248.0,282.0,10.0,88.0,77.792,539.8684211,0.7674746711714044,1.0047515432382599,-0.362572139315519,-1.1902188849953095,1.6245766457581914,-0.7245602024353571,-0.3656225713895108,3.8423162842470053,1.3906492927729868,0.1047483368076981,0.06565749483790405,0.6821107108162391,0.45738962822263934
2018,Jagityal,3,High,8.27,496.64,0.0,100.0,150,0.91,63.21390909,73.0,85.0,6.0,24.0,48.62,259.9177632,0.9207360115260449,-0.6811408364105773,-0.362572139315519,-1.4863825164053617,-0.22073174788315286,-0.2646511282915892,-0.12175379152580987,0.6055221539979223,-0.3406290183858204,-0.08840295260133427,-0.924520644459479,-0.0621532525747239,-0.6037523932328717
2018,Jagityal,5,High,7.97,729.6,0.0,190.0,110,1.53,77.30618182,148.0,135.0,7.0,40.0,38.896,259.9342105,0.26390169572044614,-0.25821538762203367,-0.362572139315519,-0.8200143457327445,-0.4202245471957306,0.5274144994004555,0.022914128787996584,1.9927196383903865,0.09878172048697327,-0.040115130249076175,-0.6769761096351332,-0.3102412403717114,-0.6036900503853841
2018,Jagityal,1,Moderate,7.99,399.36,0.0,100.0,100,0.27,45.09527273,68.0,92.0,1.0,24.0,19.448,139.9671053,0.3076906501074871,-0.8577470677728263,-0.362572139315519,-1.4863825164053617,-0.470097747023875,-1.082267260102732,-0.30775540328451984,0.5130423217050915,-0.2791115149436293,-0.32984206436262475,-0.924520644459479,-0.8064172159656867,-1.0584206713992024
2018,Jagityal,3,High,7.92,657.28,0.0,180.0,140,0.91,41.67286364,124.0,107.0,6.0,64.0,34.034,299.9424342,0.15442930975284666,-0.3895081780426531,-0.362572139315519,-0.8940552535852575,-0.2706049477112973,-0.2646511282915892,-0.3428890410588837,1.548816443384798,-0.1472882932817912,-0.08840295260133427,-0.3056593073986146,-0.4342852342702053,-0.4520404429498224
2018,Jagityal,0,Safe,8.07,360.96,0.0,140.0,50,0.49,5.234272727,60.0,70.0,2.0,40.0,19.448,179.9671053,0.48284646765564704,-0.927460053836872,-0.362572139315519,-1.1902188849953095,-0.7194637461645972,-0.8012117147926519,-0.716958949266605,0.36507459003656195,-0.4724522400476585,-0.28155424201036666,-0.6769761096351332,-0.8064172159656867,-0.9068022355769073
2018,Jagityal,5,High,8.21,693.12,0.0,190.0,170,1.31,62.40863636,119.0,30.0,2.0,56.0,97.24,539.8355263,0.7893691483649279,-0.3244427243828771,-0.362572139315519,-0.8200143457327445,-0.120985348226864,0.24635895409037517,-0.1300205298558536,1.456336611091967,-0.8239808311458935,-0.28155424201036666,-0.4294315748107875,1.1782866864102142,0.4572649417695721
2018,Jagityal,3,High,8.19,622.72,0.0,200.0,100,1.15,62.81127273,100.0,165.0,14.0,48.0,5.0,120.0,0.745580193977885,-0.45224986550029406,-0.362572139315519,-0.7459734378802314,-0.470097747023875,0.04195492113758925,-0.12588716063950295,1.1049132483792095,0.36242816381064946,0.2978996262167305,-0.5532038422229604,-1.1750284096813262,-1.1341052032363288
2018,Jagityal,5,High,8.33,933.12,80.0,380.0,240,2.43,18.31995455,115.0,202.0,14.0,80.0,48.62,399.9177632,1.052102874687166,0.11126343851740826,4.608021893290619,0.5867629034650031,0.22812705057014704,1.6771871847598754,-0.5826244518088917,1.3823527452577022,0.6875921105765168,0.2978996262167305,-0.058114772574268836,-0.0621532525747239,-0.07308786785483871
2018,Jagityal,3,High,8.12,789.76,0.0,310.0,140,2.89,22.74895455,86.0,165.0,45.0,24.0,34.034,199.9424342,0.5923188536232445,-0.14899837612169553,-0.362572139315519,0.06847654849741197,-0.2706049477112973,2.2648487794991343,-0.5371573911476374,0.8459697179592828,0.36242816381064946,1.7948221191367315,-0.924520644459479,-0.4342852342702053,-0.8310865325055601
2018,Jagityal,5,High,8.17,809.6,0.0,310.0,120,2.4,46.5045,41.0,200.0,13.0,24.0,38.896,219.9342105,0.701791239590846,-0.11297999998860522,-0.362572139315519,0.06847654849741197,-0.3703513473675862,1.6388614285812277,-0.29328861128393646,0.01365122732380438,0.670015681021605,0.24961180386447238,-0.924520644459479,-0.3102412403717114,-0.7553084862076793
2018,Jagityal,2,Moderate,7.97,474.88,0.0,90.0,120,1.22,43.68604545,100.0,52.0,4.0,64.0,29.172,279.9506579,0.26390169572044614,-0.7206448618468699,-0.362572139315519,-1.5604234242578747,-0.3703513473675862,0.13138168555443308,-0.32222219538776076,1.1049132483792095,-0.6306401060418643,-0.18497859730585045,-0.3056593073986146,-0.558329228168699,-0.527818489247703
2018,Jagityal,5,High,8.17,695.68,0.0,140.0,150,2.25,82.54045455,122.0,112.0,2.0,56.0,38.896,299.9342105,0.701791239590846,-0.31979519197860745,-0.362572139315519,-1.1902188849953095,-0.22073174788315286,1.4472326476879913,0.07664792777929456,1.5118245104676655,-0.10334721939451182,-0.28155424201036666,-0.4294315748107875,-0.3102412403717114,-0.4520716145630891
2018,Jagityal,4,High,8.34,676.48,50.0,200.0,150,0.71,62.81127273,115.0,114.0,4.0,56.0,58.344,379.9013158,1.0739973518806853,-0.35465168501063016,2.744049131063317,-0.7459734378802314,-0.22073174788315286,-0.5201561694825715,-0.12588716063950295,1.3823527452577022,-0.08577078983960007,-0.18497859730585045,-0.4294315748107875,0.1859347352222638,-0.14895942899251988
2018,Jangaon,1,Moderate,8.34,352.0,30.0,160.0,30,1.55,24.76213636,44.0,61.0,8.0,16.0,29.172,159.9506579,1.0739973518806853,-0.9437264172518159,1.5014006229117827,-1.0421370692902836,-0.8192101458208861,0.5529650035195538,-0.5164905454765144,0.06913912669950294,-0.5515461730447614,0.008172692103181917,-1.048292911871652,-0.558329228168699,-0.9826737967145884
2018,Jangaon,5,High,8.07,1064.96,0.0,230.0,230,0.65,177.16,152.0,188.0,8.0,80.0,58.344,439.9013158,0.48284646765564704,0.35061135733729837,-0.362572139315519,-0.5238507143226923,0.1782538507420026,-0.596807681839866,1.0479896782230629,2.0667035042246513,0.5645571036921346,0.008172692103181917,-0.058114772574268836,0.1859347352222638,0.0784682247409228
2018,Jangaon,4,High,8.27,590.72,0.0,210.0,110,0.81,72.87718182,85.0,114.0,6.0,48.0,34.034,259.9424342,0.9207360115260449,-0.5103440205536655,-0.362572139315519,-0.6719325300277184,-0.4202245471957306,-0.39240364888708024,-0.022552931873257652,0.8274737515007166,-0.08577078983960007,-0.08840295260133427,-0.5532038422229604,-0.4342852342702053,-0.6036588787721175
2018,Jangaon,4,High,8.45,673.92,50.0,220.0,110,0.37,46.30318182,90.0,133.0,7.0,48.0,34.034,259.9424342,1.3148366010094037,-0.3592992174149,2.744049131063317,-0.5978916221752053,-0.4202245471957306,-0.9545147395072411,-0.295355295840783,0.9199535837935475,0.08120529093206152,-0.040115130249076175,-0.5532038422229604,-0.4342852342702053,-0.6036588787721175
2018,Jangaon,1,Moderate,8.23,196.48,0.0,130.0,20,1.21,5.435590909,27.0,42.0,2.0,8.0,19.448,99.96710526,0.8331581027519669,-1.2260640108112009,-0.362572139315519,-1.2642597928478225,-0.8690833456490306,0.11860643349488398,-0.714892264689227,-0.24529230309612224,-0.718522253816423,-0.28155424201036666,-1.1720651792838248,-0.8064172159656867,-1.210039107373116
2018,Jangaon,4,High,8.33,819.2,30.0,270.0,150,1.36,43.08209091,105.0,136.0,3.0,56.0,53.482,359.9095395,1.052102874687166,-0.09555175347259377,1.5014006229117827,-0.22768708291264017,-0.22073174788315286,0.3102352143881208,-0.3284222490583004,1.1973930806720405,0.10756993526442915,-0.23326641965810854,-0.4294315748107875,0.06189074132376996,-0.22473747529040075
2018,Jangaon,5,High,8.14,1188.48,0.0,260.0,340,0.2,26.574,171.0,214.0,12.0,80.0,63.206,459.8930921,0.6361078080102874,0.5748547958433119,-0.362572139315519,-0.30172799076515316,0.7268590488515914,-1.171694024519576,-0.49789038425958043,2.418126866937409,0.7930506879059873,0.20132398151221428,-0.058114772574268836,0.3099787291207577,0.15424627103880345
2018,Jogulamba(Gadwal),3,High,8.52,2105.6,40.0,430.7977641,720,0.65,1.06296,136.0,714.8001947,5.9,32.0,4.862,99.99177632,1.4680979413640443,2.2398332796729354,2.12272487698755,0.9628741605491826,2.62204064232108,-0.596807681839866,-0.7597806536684046,1.7707680408875923,5.194190359521306,-0.09323173483656007,-0.8007483770473062,-1.1785491976611682,-1.209945592684934
2018,Jogulamba(Gadwal),6,High,7.98,1280.0,0.0,356.3603859,340,2.52,149.92165,32.0,92.84248259,6.6,56.0,160.446,799.7286184,0.2857961729139676,0.741004079295954,-0.362572139315519,0.4117330545402963,0.7268590488515914,1.7921644532958172,0.7683672551563495,-0.1528124708032913,-0.271707596996442,-0.059430259189979434,-0.4294315748107875,2.790858607090634,1.4423795444001142
2018,Jogulamba(Gadwal),6,High,7.72,1356.8,0.0,382.9369833,390,1.04,21.812825,95.0,196.2029156,3.3,112.0,87.516,639.8519737,-0.28346023411755317,0.8804300514240452,-0.362572139315519,0.6085085944529702,0.9762250479923136,-0.09857285151745078,-0.5467674744704286,1.0124334160863784,0.636646087786278,-0.21878007295243113,0.4369742970744227,0.9301986986132268,0.8363733745518437
2018,Jogulamba(Gadwal),6,High,7.69,1849.6,0.0,414.942978,600,0.45,68.2066,110.0,218.734442,3.3,120.0,165.308,979.7203947,-0.34914366569811167,1.7750800392459642,-0.362572139315519,0.8454838848840421,2.023562244383347,-0.8523127230308483,-0.07050001404379085,1.2898729129648714,0.8346579810533951,-0.21878007295243113,0.5607465644865955,2.9149026009891275,2.1246313339871756
2018,Jogulamba(Gadwal),4,High,8.3,834.56,20.0,275.9653557,190,0.616,77.9504,18.0,44.22634977,1.89,184.0,24.31,559.9588816,0.9864194431066073,-0.06766655904697569,0.8800763688360154,-0.183519047743524,-0.021238948570575136,-0.6402435388423331,0.029527519410968494,-0.4117560012232179,-0.6989566138679235,-0.28686590246911503,1.5509247037839786,-0.682373222067193,0.5335417331216297
2018,Jogulamba(Gadwal),3,High,8.4,1779.2,40.0,664.1472968,370,0.719,134.6416,40.0,568.3305615,6.6,24.0,24.31,159.9588816,1.2053642150418062,1.6472728981285476,2.12272487698755,2.6906152853559506,0.8764786483360247,-0.5086584426289773,0.6115058958750226,-0.0048447391347618066,3.906983764584525,-0.059430259189979434,-0.924520644459479,-0.682373222067193,-0.9826426251013217
2018,Jogulamba(Gadwal),5,High,7.92,810.24,0.0,193.934322,180,0.46,183.13915,30.0,100.0220632,1.53,104.0,38.896,419.9342105,0.15442930975284666,-0.11181811688753782,-0.362572139315519,-0.7908842684663329,-0.07111214839871957,-0.8395374709712992,1.109370210115756,-0.18980440372042368,-0.2086119005837043,-0.30424951851592796,0.3132020296622498,-0.3102412403717114,0.0027836929037962704
2018,Jogulamba(Gadwal),2,Moderate,7.98,373.12,0.0,198.3671489,30,0.95,46.5045,10.0,24.83216741,0.37,56.0,24.31,239.9588816,0.2857961729139676,-0.9053842749165908,-0.362572139315519,-0.7580632156634289,-0.8192101458208861,-0.21355012005339286,-0.29328861128393646,-0.5597237328917474,-0.8693968538807495,-0.36026339244454736,-0.4294315748107875,-0.682373222067193,-0.6794057534567314
2018,Jogulamba(Gadwal),6,High,7.91,1055.36,0.0,300.5375921,260,3.08,153.90775,24.0,106.2358424,1.56,48.0,116.688,599.8026316,0.13253483255932716,0.3331831108212867,-0.362572139315519,-0.0015839786412672856,0.3278734502264359,2.5075785686305676,0.8092876097514782,-0.3007802024718208,-0.15400387439441643,-0.30280088384536025,-0.5532038422229604,1.6744626620041896,0.6845679094289939
2018,Jogulamba(Gadwal),5,High,7.81,2163.2,0.0,575.9846386,570,0.88,154.5721,162.0,589.2740193,51.6,32.0,68.068,359.8848684,-0.08640993937587373,2.3444027587690037,-0.362572139315519,2.03785096017407,1.8739426448989136,-0.3029768844702366,0.8161076688506664,2.251663168810313,4.091039369913508,2.113521746661635,-0.8007483770473062,0.4340227230192514,-0.22483099013020105
2018,Jogulamba(Gadwal),6,High,8.24,2086.4,0.0,553.2378092,550,0.99,126.00505,176.0,409.5295499,12.7,80.0,131.274,739.7779605,0.8550525799454864,2.2049767866409127,-0.362572139315519,1.8694313702198468,1.7741962452426245,-0.1624491118151964,0.5228451275855767,2.5106066992302396,2.511406367766463,0.23512545715879493,-0.058114772574268836,2.046594643699671,1.2151389199672262
2018,Kamareddy,5,High,8.21,1078.4,0.0,489.7614248,80,4.9,108.5105,138.25,279.7578626,2.2,40.0,34.034,239.9424342,0.7893691483649279,0.37501090245971447,-0.362572139315519,1.399446457402737,-0.5698441466801639,4.832674443468505,0.3432502379736225,1.812383965419366,1.3709449077412204,-0.27189667753991503,-0.6769761096351332,-0.4342852342702053,-0.6794680966832649
2018,Kamareddy,6,High,8.04,965.76,0.0,368.4292466,200,1.16,92.5661,21.0,87.94870116,8.57,120.0,63.206,559.8930921,0.41716303607508465,0.17051947667184703,-0.362572139315519,0.501091994837648,0.0286342512575693,0.054730173197138375,0.17956881959310744,-0.35626810184751934,-0.31471519927720715,0.03569675084396904,0.5607465644865955,0.3099787291207577,0.5332923605945412
2018,Kamareddy,5,High,7.48,590.72,0.0,300.8101093,50,1.06,65.1063,31.75,75.48433963,1.63,56.0,38.896,299.9342105,-0.808927686762031,-0.5103440205536655,-0.362572139315519,0.0004337634480754855,-0.7194637461645972,-0.07302234739835255,-0.1023269565066687,-0.15743646241793285,-0.4242546854667057,-0.29942073628070215,-0.4294315748107875,-0.3102412403717114,-0.4520716145630891
