year,district,bis_exceedances,drinking_risk,ph,tds,co3,hco3,cl,f,no3,so4,na,k,ca,mg,th,ph_z,tds_z,co3_z,hco3_z,cl_z,f_z,no3_z,so4_z,na_z,k_z,ca_z,mg_z,th_z
2018,Nirmal,3,High,8.18,418.56,0.0,210.0,40,0.48,46.10186364,67.0,61.0,2.0,32.0,38.896,239.9342105,0.7236857167843654,-0.8228905747408035,-0.362572139315519,-0.6719325300277184,-0.7693369459927416,-0.813986966852201,-0.2974219803976295,0.49454635524652524,-0.5515461730447614,-0.28155424201036666,-0.8007483770473062,-0.3102412403717114,-0.6794992682965317
2018,Nirmal,1,Moderate,8.33,377.6,0.0,200.0,40,0.64,44.29,35.0,59.0,2.0,24.0,34.034,199.9424342,1.052102874687166,-0.8972510932091188,-0.362572139315519,-0.7459734378802314,-0.7693369459927416,-0.6095829338994152,-0.31602214161456355,-0.09732457142759274,-0.5691226025996731,-0.28155424201036666,-0.924520644459479,-0.4342852342702053,-0.8310865325055601
2018,Nirmal,4,High,8.24,587.52,0.0,230.0,90,1.05,27.17795455,109.0,87.0,5.0,32.0,53.482,299.9095395,0.8550525799454864,-0.5161534360590027,-0.362572139315519,-0.5238507143226923,-0.5199709468520195,-0.08579759945790166,-0.4916903304863832,1.2713769465063052,-0.32305258883090865,-0.13669077495359236,-0.8007483770473062,0.06189074132376996,-0.4521651290238434
2018,Nirmal,0,Safe,8.27,354.56,0.0,130.0,60,0.23,34.42540909,72.0,63.0,1.0,24.0,29.172,179.9506579,0.9207360115260449,-0.9390788848475463,-0.362572139315519,-1.2642597928478225,-0.6695905463364528,-1.1333682683409287,-0.41728968582396225,0.5870261875393562,-0.5339697434898496,-0.32984206436262475,-0.924520644459479,-0.558329228168699,-0.9068645788034408
2018,Nirmal,0,Safe,8.26,282.24,0.0,80.0,70,0.34,27.58059091,44.0,57.0,3.0,24.0,14.586,119.9753289,0.8988415343325254,-1.0703716752681656,-0.362572139315519,-1.6344643321103878,-0.6197173465083083,-0.9928404956858884,-0.48755696137269017,0.06913912669950294,-0.5866990321545849,-0.23326641965810854,-0.924520644459479,-0.9304612098641806,-1.1341987180761293
2018,Nirmal,0,Safe,8.29,285.44,0.0,180.0,20,0.67,7.650090909,16.0,41.0,3.0,16.0,24.31,139.9588816,0.9645249659130839,-1.0645622597628284,-0.362572139315519,-0.8940552535852575,-0.8690833456490306,-0.5712571777207678,-0.6921587343585999,-0.4487479341403503,-0.7273104685938788,-0.23326641965810854,-1.048292911871652,-0.682373222067193,-1.0584518430124692
2018,Nirmal,2,Moderate,8.01,396.8,0.0,160.0,70,0.66,43.88736364,73.0,69.0,2.0,32.0,34.034,219.9424342,0.3514796044945261,-0.862394600177096,-0.362572139315519,-1.0421370692902836,-0.6197173465083083,-0.5840324297803169,-0.32015551072825665,0.6055221539979223,-0.4812404548251144,-0.28155424201036666,-0.8007483770473062,-0.4342852342702053,-0.7552773145944125
2018,Nirmal,0,Safe,8.32,218.88,20.0,90.0,30,0.31,2.617136364,39.0,43.0,2.0,16.0,14.586,99.97532895,1.0302083974936462,-1.185398102273841,0.8800763688360154,-1.5604234242578747,-0.8192101458208861,-1.0311662518645357,-0.7438258487417224,-0.023340705593327994,-0.7097340390389671,-0.28155424201036666,-1.048292911871652,-0.9304612098641806,-1.2100079357977538
2018,Nirmal,1,Moderate,8.1,349.44,0.0,180.0,40,1.26,32.41222727,45.0,60.0,2.0,24.0,29.172,179.9506579,0.5485298992362055,-0.9483739496560856,-0.362572139315519,-0.8940552535852575,-0.7693369459927416,0.18248269379262957,-0.43795653159774284,0.08763509315806912,-0.5603343878222172,-0.28155424201036666,-0.924520644459479,-0.558329228168699,-0.9068645788034408
2018,Nirmal,4,High,8.27,700.8,0.0,180.0,170,0.17,182.7969091,112.0,148.0,3.0,40.0,63.206,359.8930921,0.9207360115260449,-0.31050012717006803,-0.362572139315519,-0.8940552535852575,-0.120985348226864,-1.2100197806982231,1.1058568464307115,1.3268648458820038,0.21302851259389963,-0.23326641965810854,-0.6769761096351332,0.3099787291207577,-0.22479981851693434
2018,Nizamabad,6,High,7.59,833.28,0.0,255.417806,140,1.1,209.27025,22.0,79.85293591,3.14,96.0,58.344,479.9013158,-0.5680884376333126,-0.0699903252491105,-0.362572139315519,-0.3356549711367869,-0.2706049477112973,-0.021921339160156064,1.377625868017156,-0.3377721353889532,-0.38586252308207086,-0.22650612452879243,0.18942976225007693,0.1859347352222638,0.23008666056321792
2018,Nizamabad,6,High,7.42,1555.2,0.0,452.601682,470,0.83,78.8362,23.0,147.4961885,5.3,96.0,160.446,899.7286184,-0.940294549923152,1.240613812754948,-0.362572139315519,1.1243123481549484,1.3752106466174692,-0.36685314476798214,0.03862093154321937,-0.31927616893038696,0.20860090892454733,-0.12220442824791494,0.18942976225007693,2.790858607090634,1.8214256339558519
2018,Nizamabad,4,High,7.24,1187.84,0.0,403.8887012,250,0.964,162.5443,30.0,171.5126738,3.5,176.0,29.172,559.9506579,-1.3343951394065108,0.5736929127422442,-0.362572139315519,0.7636370158915451,0.27800025039829146,-0.1956647671700241,0.8979483780409239,-0.18980440372042368,0.4196629399405591,-0.2091225084819795,1.4271524363718058,-0.558329228168699,0.5335105615083627
2018,Nizamabad,5,High,7.23,750.72,0.0,228.6890146,230,1.24,8.437245,20.0,87.66690542,1.46,80.0,48.62,399.9177632,-1.3562896166000302,-0.21987324528680854,-0.362572139315519,-0.5335573692424312,0.1782538507420026,0.15693218967353134,-0.6840779976674164,-0.37476406830608555,-0.3171916807636992,-0.307629666080586,-0.058114772574268836,-0.0621532525747239,-0.07308786785483871
2018,Nizamabad,1,Moderate,7.92,375.68,0.0,211.199135,40,1.0,12.97697,12.0,34.05380163,1.9,64.0,14.586,219.9753289,0.15442930975284666,-0.9007367425123212,-0.362572139315519,-0.663054025623946,-0.7693369459927416,-0.14967385975564726,-0.6374742604896309,-0.522731799974615,-0.7883551517562528,-0.2863830242455925,-0.3056593073986146,-0.9304612098641806,-0.7551526285203914
2018,Nizamabad,6,High,7.08,1105.92,0.0,207.1695842,300,0.699,240.4947,30.0,95.43079899,4.11,192.0,43.758,659.9259868,-1.6847067745028308,0.4249718758056138,-0.362572139315519,-0.692889185570928,0.5273662495390137,-0.5342089467480755,1.6981686456789982,-0.18980440372042368,-0.2489609165612306,-0.17966693684710205,1.6746969711961515,-0.1861972464732176,0.9124631362243003
2018,Nizamabad,1,Moderate,7.59,415.36,0.0,178.8319982,70,0.928,37.42505,13.0,38.98749683,2.37,56.0,24.31,239.9588816,-0.5680884376333126,-0.8286999902461406,-0.362572139315519,-0.9027032449497945,-0.6197173465083083,-0.2416556745844008,-0.3864960856395076,-0.5042358335160488,-0.7449967786921496,-0.2636877477400311,-0.4294315748107875,-0.682373222067193,-0.6794057534567314
2018,Nizamabad,7,High,7.52,1137.92,0.0,325.8779176,300,1.08,122.6833,31.0,121.9907584,41.27,152.0,48.62,579.9177632,-0.721349777987953,0.4830660308589852,-0.362572139315519,0.1860380918885514,0.5273662495390137,-0.0474718432792543,0.4887448320896361,-0.1713084372618575,-0.01554628878564038,1.6147085417628089,1.055835634135287,-0.0621532525747239,0.609195093345489
2018,Nizamabad,6,High,7.59,1228.16,0.0,412.4614016,260,1.27,38.75375,134.0,215.73876,0.16,96.0,63.206,499.8930921,-0.5680884376333126,0.6468915481094925,-0.362572139315519,0.827110067927905,0.3278734502264359,0.1952579458521787,-0.37285596744113136,1.73377610797046,0.8083312842324366,-0.37040383513852154,0.18942976225007693,0.3099787291207577,0.30586470686109857
2018,Nizamabad,6,High,7.4,898.56,0.0,157.1197349,260,0.852,189.1183,18.0,76.33240433,2.46,152.0,38.896,539.9342105,-0.984083504310191,0.04852175105976706,-0.362572139315519,-1.0634628135762745,0.3278734502264359,-0.3387475902369741,1.1707507420084493,-0.4117560012232179,-0.41680171073792693,-0.2593418437283279,1.055835634135287,-0.3102412403717114,0.4576390003706814
2018,Nizamabad,5,High,7.68,963.84,0.0,318.5676553,180,0.969,186.23945,22.0,107.1757466,5.96,128.0,48.62,519.9177632,-0.3710381428916331,0.16703382736864483,-0.362572139315519,0.13191224615535155,-0.07111214839871957,-0.18927714114024954,1.1411971525786342,-0.3377721353889532,-0.1457437944145836,-0.09033446549542459,0.6845188318987685,-0.0621532525747239,0.3817674396120464
2018,Nizamabad,5,High,7.65,743.04,0.0,256.247806,140,0.928,125.56215,19.0,84.98350433,1.27,96.0,38.896,399.9342105,-0.4367215744721917,-0.2338158424996178,-0.362572139315519,-0.3295095757850282,-0.2706049477112973,-0.2416556745844008,0.5182984215194513,-0.3932600347646517,-0.3407739858766784,-0.316804352327515,0.18942976225007693,-0.3102412403717114,-0.0730255250073513
2018,Nizamabad,5,High,7.73,867.84,0.0,336.8176553,180,1.13,79.2791,16.0,111.5437787,1.89,56.0,72.93,439.8766447,-0.2615657569240317,-0.007248637791469302,-0.362572139315519,0.2670369029861878,-0.07111214839871957,0.016404417018491012,0.043167637609344736,-0.4487479341403503,-0.10735659016496191,-0.28686590246911503,-0.4294315748107875,0.5580667169177455,0.07837470990112227
2018,Nizamabad,5,High,7.63,644.48,0.0,207.1741592,160,1.09,56.91265,19.0,104.2529963,1.51,80.0,19.448,279.9671053,-0.4805105288592326,-0.41274584006400156,-0.362572139315519,-0.6928553118555856,-0.17085854805500844,-0.03469659121970518,-0.18644101872998906,-0.3932600347646517,-0.1714295517918571,-0.3052152749629731,-0.058114772574268836,-0.8064172159656867,-0.5277561460211694
2018,Nizamabad,4,High,7.16,944.0,0.0,286.1175167,280,0.756,10.6296,39.0,157.598808,1.8,128.0,19.448,399.9671053,-1.5095509569546708,0.13101545123555453,-0.362572139315519,-0.10835152603303609,0.4276198498827248,-0.4613900100086455,-0.6615718026400956,-0.023340705593327994,0.2973848989054612,-0.2912118064808183,0.6845188318987685,-0.8064172159656867,-0.07290083855428407
2018,Nizamabad,5,High,7.6,856.96,0.0,381.4181255,150,1.2,65.9921,16.0,70.41989156,2.54,72.0,82.654,519.8601974,-0.5461939604397931,-0.027000650509615563,-0.362572139315519,0.5972628334118829,-0.22073174788315286,0.10583118143533485,-0.09323354437441797,-0.4487479341403503,-0.46876214283513756,-0.25547881794014726,-0.1818870399864417,0.8061547047147327,0.3815492386982249
2018,Nizamabad,7,High,7.52,1137.92,0.0,325.8779176,300,1.08,122.6833,31.0,121.9907584,41.27,152.0,48.62,579.9177632,-0.721349777987953,0.4830660308589852,-0.362572139315519,0.1860380918885514,0.5273662495390137,-0.0474718432792543,0.4887448320896361,-0.1713084372618575,-0.01554628878564038,1.6147085417628089,1.055835634135287,-0.0621532525747239,0.609195093345489
2018,Nizamabad,4,High,7.81,799.36,0.0,307.1994847,200,1.74,17.93745,14.0,67.8796969,2.59,64.0,77.792,479.8684211,-0.08640993937587373,-0.1315701296056841,-0.362572139315519,0.047741278970726886,0.0286342512575693,0.7956947926509867,-0.5865511525490261,-0.4857398670574827,-0.49108591908376403,-0.2530644268225344,-0.3056593073986146,0.6821107108162391,0.22996197448919667
2018,Nizamabad,5,High,7.97,751.36,0.0,398.9585896,90,1.35,41.41115,21.0,104.6739926,4.21,80.0,38.896,359.9342105,0.26390169572044614,-0.21871136218574114,-0.362572139315519,0.7271340220237242,-0.5199709468520195,0.29745996232857164,-0.3455757310443788,-0.35626810184751934,-0.16772974588694284,-0.17483815461187627,-0.058114772574268836,-0.3102412403717114,-0.2246439608296464
2018,Nizamabad,5,High,7.24,811.52,0.0,282.2985263,170,0.913,105.18875,20.0,80.5001113,4.24,104.0,48.62,459.9177632,-1.3343951394065108,-0.10949435068540302,-0.362572139315519,-0.13662767766263942,-0.120985348226864,-0.26081855267372445,0.3091499424776819,-0.37476406830608555,-0.3801750067560671,-0.1733895199413085,0.3132020296622498,-0.0621532525747239,0.15433978587860395
2018,Nizamabad,6,High,7.21,991.36,0.0,251.4352232,320,0.871,56.2483,18.0,109.548683,3.28,120.0,58.344,539.9013158,-1.4000785709870713,0.2169948007145442,-0.362572139315519,-0.36514237574776737,0.6271126491953025,-0.31447461132383075,-0.19326107782917717,-0.4117560012232179,-0.12488991967814064,-0.21974582939947626,0.5607465644865955,0.1859347352222638,0.45751431429666056
2018,Nizamabad,4,High,7.7,520.32,0.0,341.360006,30,1.48,14.239235,7.0,59.43722198,1.11,48.0,38.896,279.9342105,-0.32724918850459217,-0.6381511616710824,-0.362572139315519,0.3006688799474375,-0.8192101458208861,0.4635382391027099,-0.6245161482011734,-0.615211632267446,-0.5652802019340087,-0.32453040390387633,-0.5532038422229604,-0.3102412403717114,-0.5278808324742367
2018,Nizamabad,4,High,7.75,759.04,0.0,411.6723991,90,2.17,34.302605,20.0,154.8754567,1.8,48.0,34.034,259.9424342,-0.2177768025369927,-0.20476876497293212,-0.362572139315519,0.8212682217881149,-0.5199709468520195,1.3450306312115983,-0.4185503634056918,-0.37476406830608555,0.27345150276659763,-0.2912118064808183,-0.5532038422229604,-0.4342852342702053,-0.6036588787721175
2018,Peddapally,4,High,7.92,993.28,0.0,200.0,270,0.74,31.003,178.0,209.0,28.0,40.0,48.62,299.9177632,0.15442930975284666,0.22048045001774638,-0.362572139315519,-0.7459734378802314,0.37774665005458036,-0.4818304133039241,-0.4524233235983262,2.547598632147372,0.7491096140187079,0.9739291391483438,-0.6769761096351332,-0.0621532525747239,-0.4521339574105765
2018,Peddapally,1,Moderate,8.14,488.32,0.0,130.0,120,1.39,17.11204545,79.0,84.0,10.0,32.0,29.172,199.9506579,0.6361078080102874,-0.6962453167244539,-0.362572139315519,-1.2642597928478225,-0.3703513473675862,0.3485609705667679,-0.5950245593552861,0.7164979527493195,-0.3494172331632763,0.1047483368076981,-0.8007483770473062,-0.558329228168699,-0.8310553608922933
2018,Peddapally,4,High,7.03,1087.36,0.0,120.0,190,4.43,1.811863636,180.0,136.0,1.0,40.0,43.758,279.9259868,-1.7941791604704302,0.3912772658746581,-0.362572139315519,-1.3383007007003356,-0.021238948570575136,4.232237596669696,-0.7520925870512347,2.5845905650645045,0.10756993526442915,-0.32984206436262475,-0.6769761096351332,-0.1861972464732176,-0.5279120040875035
2018,Peddapally,3,High,7.92,800.0,0.0,130.0,230,0.35,89.18395455,96.0,182.0,8.0,48.0,24.31,219.9588816,0.15442930975284666,-0.1304082465046167,-0.362572139315519,-1.2642597928478225,0.1782538507420026,-0.9800652436263394,0.14484851877117577,1.0309293825449446,0.5118278150273994,0.008172692103181917,-0.5532038422229604,-0.682373222067193,-0.7552149713678789
2018,Peddapally,4,High,8.11,774.4,0.0,150.0,180,1.49,110.9263182,86.0,145.0,21.0,48.0,29.172,239.9506579,0.5704243764297251,-0.17688357054731382,-0.362572139315519,-1.1161779771427967,-0.07111214839871957,0.4763134911622591,0.36805045306641143,0.8459697179592828,0.186663868261532,0.6359143826825371,-0.5532038422229604,-0.558329228168699,-0.6794369250699982
2018,Rangareddy,3,High,8.55,371.2,60.0,178.9222242,10,0.71,33.2175,7.0,14.1310685,1.75,48.0,34.034,259.9424342,1.5337813729446066,-0.9088699242197932,3.3653733851390846,-0.9020352034546044,-0.918956545477175,-0.5201561694825715,-0.42968979326769907,-0.615211632267446,-0.9634404094566285,-0.29362619759843117,-0.5532038422229604,-0.4342852342702053,-0.6036588787721175
2018,Rangareddy,6,High,7.53,1198.08,0.0,320.7805306,270,0.65,239.166,31.0,121.5265423,1.0,168.0,63.206,679.8930921,-0.6994553007944315,0.5922830423593232,-0.362572139315519,0.14829657577299182,0.37774665005458036,-0.596807681839866,1.6845285274806217,-0.1713084372618575,-0.019625919575593325,-0.32984206436262475,1.303380168959633,0.3099787291207577,0.9881476680614266
2018,Rangareddy,4,High,8.47,576.0,100.0,187.5182701,80,0.7,40.52535,12.0,32.06496904,3.8,88.0,38.896,379.9342105,1.3586255553964468,-0.5370673318782163,5.850670401442153,-0.8383892992168172,-0.5698441466801639,-0.5329314215421206,-0.3546691431766296,-0.522731799974615,-0.8058334397135765,-0.19463616177630208,0.06565749483790405,-0.3102412403717114,-0.14883474291849885
2018,Rangareddy,0,Safe,8.5,296.32,60.0,54.79771251,70,0.58,2.6574,13.0,41.8859952,2.17,40.0,9.724,139.9835526,1.4243089869770051,-1.0448102470446823,3.3653733851390846,-1.821064356682351,-0.6197173465083083,-0.6862344462567099,-0.7434125118303532,-0.5042358335160488,-0.7195241524844838,-0.27334531221048275,-0.6769761096351332,-1.0545052037626743,-1.0583583285517149
2018,Rangareddy,4,High,7.9,611.2,0.0,362.193264,50,1.84,35.432,11.0,82.63768615,2.1,64.0,34.034,299.9424342,0.11064035536580766,-0.4731637613195077,-0.362572139315519,0.4549202135320006,-0.7194637461645972,0.923447313246478,-0.406956262937072,-0.5412277664331813,-0.3613895398713791,-0.2767254597751408,-0.3056593073986146,-0.4342852342702053,-0.4520404429498224
2018,Rangareddy,6,High,7.59,1196.8,0.0,148.31714,380,0.62,272.3835,21.0,101.4417798,3.1,152.0,82.654,719.8601974,-0.5680884376333126,0.5899592761571884,-0.362572139315519,-1.1286380253616646,0.9263518481641692,-0.6351334380185134,2.025531482440029,-0.35626810184751934,-0.19613512617978487,-0.22843763742288273,1.055835634135287,0.8061547047147327,1.1396414178097005
2018,Rangareddy,6,High,7.56,1504.0,0.0,190.4826464,530,0.65,205.9485,57.0,257.8130012,5.0,144.0,63.206,619.8930921,-0.6337718692138731,1.1476631646695536,-0.362572139315519,-0.8164407879699698,1.6744498455863357,-0.596807681839866,1.3435255725212154,0.30958669066086336,1.1780887524965191,-0.13669077495359236,0.9320633667231143,0.3099787291207577,0.7607200143279839
2018,Rangareddy,4,High,7.75,807.68,0.0,312.8174172,180,0.97,42.29695,23.0,98.64370488,2.3,96.0,43.758,419.9259868,-0.2177768025369927,-0.11646564929180764,-0.362572139315519,0.08933696122614067,-0.07111214839871957,-0.18799961593429462,-0.33648231891212793,-0.31927616893038696,-0.22072520954015756,-0.2670678953046892,0.18942976225007693,-0.1861972464732176,0.0027525212905293596
2018,Rangareddy,5,High,7.9,723.2,0.0,262.8738397,150,1.64,88.58,13.0,76.98178831,2.65,72.0,53.482,399.9095395,0.11064035536580766,-0.2698342186327079,-0.362572139315519,-0.2804498207240937,-0.22073174788315286,0.6679422720554956,0.1386484649979786,-0.5042358335160488,-0.41109478484864787,-0.2501671574813989,-0.1818870399864417,0.06189074132376996,-0.07311903946810563
2018,Rangareddy,6,High,8.39,1243.52,40.0,324.8120526,340,4.77,101.867,34.0,257.3996798,1.4,32.0,82.654,419.8601974,1.1834697378482868,0.6747767425351106,2.12272487698755,0.1781463306637297,0.7268590488515914,4.666596166694366,0.2750496469817413,-0.11582053788615893,1.1744563952612006,-0.31052693542172155,-0.8007483770473062,0.8061547047147327,0.0025031491424872855
2018,Rangareddy,5,High,8.57,620.8,80.0,254.8333454,60,1.59,59.7915,12.0,94.31462036,3.8,72.0,24.31,279.9588816,1.5775703273316457,-0.4557355148034965,4.608021893290619,-0.33998237047958935,-0.6695905463364528,0.6040660117577502,-0.15688742930017383,-0.522731799974615,-0.258770134091677,-0.19463616177630208,-0.1818870399864417,-0.682373222067193,-0.5277873176344363
2018,Rangareddy,5,High,7.82,757.76,0.0,315.3506571,110,0.99,108.5105,27.0,51.88061293,4.1,88.0,63.206,479.8930921,-0.06451546218235228,-0.2070925311750669,-0.362572139315519,0.10809329942656128,-0.4202245471957306,-0.1624491118151964,0.3432502379736225,-0.24529230309612224,-0.6316893052546754,-0.18014981507062466,0.06565749483790405,0.3099787291207577,0.230055488949951
2018,Rangareddy,2,Moderate,8.34,646.4,40.0,309.9444606,80,1.66,25.46675,16.0,141.4692268,2.0,32.0,29.172,199.9506579,1.0739973518806853,-0.40926019076079934,2.12272487698755,0.06806532973765368,-0.5698441466801639,0.6934927761745938,-0.509257149424894,-0.4487479341403503,0.15563467504944686,-0.28155424201036666,-0.8007483770473062,-0.558329228168699,-0.8310553608922933
2018,Rangareddy,7,High,7.56,3110.4,0.0,556.1109258,1050,1.72,44.29,320.0,161.7915062,2.3,488.0,213.928,2099.638158,-0.6337718692138731,4.0639897483487974,-0.362572139315519,1.8907041863628593,4.2678562366498465,0.7701442885318885,-0.31602214161456355,5.174025869263771,0.3342312311841138,-0.2670678953046892,6.254270865446548,4.1553425399740656,6.369635822015909
2018,Rangareddy,7,High,7.72,1109.76,0.0,316.7534751,310,2.05,106.296,18.0,97.65486215,2.75,128.0,82.654,659.8601974,-0.28346023411755317,0.43194317441201824,-0.362572139315519,0.11847989125374611,0.5772394493671581,1.191727606497009,0.3205167076429955,-0.4117560012232179,-0.2294153718325234,-0.24533837524617308,0.6845188318987685,0.8061547047147327,0.9122137640762578
2018,Rangareddy,1,Moderate,8.27,302.72,0.0,190.7854009,20,1.19,9.7438,7.0,25.95773746,1.93,40.0,19.448,179.9671053,0.9207360115260449,-1.0331914160340079,-0.362572139315519,-0.8141991661663263,-0.8690833456490306,0.09305592937578573,-0.6706652147723463,-0.615211632267446,-0.8595051025342777,-0.2849343895750247,-0.6769761096351332,-0.8064172159656867,-0.9068022355769073
2018,Rangareddy,4,High,7.89,661.12,0.0,198.8604311,170,0.58,70.864,15.0,55.10541238,1.54,64.0,58.344,399.9013158,0.08874587817228621,-0.3825368794362484,-0.362572139315519,-0.7544109094718804,-0.120985348226864,-0.6862344462567099,-0.04321977764703822,-0.46724390059891646,-0.6033490750738538,-0.30376664029240535,-0.3056593073986146,0.1859347352222638,-0.07315021108137232
2018,Rangareddy,5,High,8.0,500.48,0.0,269.640006,30,1.49,84.151,7.0,33.36323429,1.92,56.0,43.758,319.9259868,0.3295851273010066,-0.6741695378041728,-0.362572139315519,-0.2303525111707857,-0.8192101458208861,0.4763134911622591,0.09318140433672434,-0.615211632267446,-0.7944240058584692,-0.2854172677985473,-0.4294315748107875,-0.1861972464732176,-0.37629356826520843
2018,Rangareddy,6,High,8.45,697.6,40.0,317.513903,70,2.11,77.5075,20.0,39.58012307,3.51,104.0,48.62,459.9177632,1.3148366010094037,-0.31630954267540506,2.12272487698755,0.1241101684609843,-0.6197173465083083,1.2683791188543037,0.024980813344842985,-0.37476406830608555,-0.7397886520122735,-0.20863963025845694,0.3132020296622498,-0.0621532525747239,0.15433978587860395
2018,Sangareddy,5,High,6.96,938.24,0.0,353.6688518,210,1.47,70.864,18.0,118.3005616,2.57,64.0,77.792,479.8684211,-1.9474405008250706,0.12055850332594768,-0.362572139315519,0.391804691712297,0.07850745108571373,0.4507629870431608,-0.04321977764703822,-0.4117560012232179,-0.04797653083512084,-0.25403018326957955,-0.3056593073986146,0.6821107108162391,0.22996197448919667
2018,Sangareddy,5,High,7.58,1255.04,0.0,456.6510068,270,0.53,139.5135,20.0,136.6798124,213.7,72.0,58.344,419.9013158,-0.5899829148268321,0.6956906383543242,-0.362572139315519,1.1542939165931183,0.37774665005458036,-0.7501107065544553,0.661519662602402,-0.37476406830608555,0.11354427264400692,9.940977749962672,-0.1818870399864417,0.1859347352222638,0.002659006829775233
2018,Sangareddy,3,High,7.71,394.88,0.0,209.4435835,60,1.46,3.76465,8.0,31.34381556,2.74,40.0,34.034,239.9424342,-0.30535471131107267,-0.8658802494802983,-0.362572139315519,-0.6760522883081302,-0.6695905463364528,0.4379877349836117,-0.7320457466650396,-0.5967156658088798,-0.8121710913833263,-0.24582125346969563,-0.6769761096351332,-0.4342852342702053,-0.6794680966832649
2018,Sangareddy,4,High,7.65,479.36,0.0,184.1423177,80,1.75,70.864,16.0,43.85447438,2.32,56.0,34.034,279.9424342,-0.4367215744721917,-0.7125116801393978,-0.362572139315519,-0.863385157273104,-0.5698441466801639,0.8084700447105359,-0.04321977764703822,-0.4487479341403503,-0.7022247346656937,-0.2661021388576441,-0.4294315748107875,-0.4342852342702053,-0.52784966086097
2018,Sangareddy,4,High,7.17,628.48,0.0,158.0539332,220,1.14,20.8163,1.0,88.21230163,3.26,96.0,14.586,299.9753289,-1.4876564797611513,-0.44179291759068723,-0.362572139315519,-1.056545924551647,0.12838065091385817,0.029179669078040135,-0.5569975631192109,-0.7261874310188431,-0.3123986217314088,-0.22071158584652145,0.18942976225007693,-0.9304612098641806,-0.45191575687580116
2018,Sangareddy,5,High,7.49,951.04,0.0,407.3121038,200,1.25,34.1033,18.0,105.0818557,1.66,80.0,77.792,519.8684211,-0.7870332095685115,0.14379616534729617,-0.362572139315519,0.7889841995364102,0.0286342512575693,0.16970744173308044,-0.4205963811354483,-0.4117560012232179,-0.16414535736434388,-0.2979721016101344,-0.058114772574268836,0.6821107108162391,0.38158041031149176
2018,Sangareddy,5,High,7.33,863.36,0.0,351.6264648,180,1.82,46.28305,24.0,155.5836327,2.4,88.0,29.172,339.9506579,-1.1373448446648313,-0.015381819498941327,-0.362572139315519,0.37668267294567975,-0.07111214839871957,0.8978968091273797,-0.2955619643169991,-0.3007802024718208,0.2796751055548373,-0.26223911306946346,0.06565749483790405,-0.558329228168699,-0.3003908355142604
2018,Sangareddy,7,High,7.42,1190.4,0.0,171.8999814,400,1.79,192.6615,28.25,208.3860012,5.0,88.0,63.206,479.8930921,-0.940294549923152,0.5783404451465143,-0.362572139315519,-0.9540285266618816,1.0260982478204579,0.8595710529487324,1.2071243905374525,-0.2221723450229145,0.7437136606912078,-0.13669077495359236,0.06565749483790405,0.3099787291207577,0.230055488949951
2018,Sangareddy,4,High,7.87,682.24,0.0,265.8204311,170,1.55,11.9583,12.0,89.49147492,3.01,72.0,38.896,339.9342105,0.044956923785247196,-0.34419473710102333,-0.362572139315519,-0.25863299049145305,-0.120985348226864,0.5529650035195538,-0.6479316844417193,-0.522731799974615,-0.30115697212130393,-0.232783541434586,-0.1818870399864417,-0.3102412403717114,-0.30045317874079397
2018,Sangareddy,2,Moderate,7.5,396.16,0.0,167.3295201,80,1.74,14.1728,14.25,41.53655991,1.81,72.0,9.724,219.9835526,-0.765138732374992,-0.8635564832781634,-0.362572139315519,-0.9878686370575593,-0.5698441466801639,0.7956947926509867,-0.6251981541110921,-0.4811158754428411,-0.7225950648638264,-0.2907289282572957,-0.1818870399864417,-1.0545052037626743,-0.7551214569071246
2018,Sangareddy,4,High,7.32,588.8,0.0,226.2310798,140,1.91,19.0447,15.75,74.60801819,1.89,112.0,4.862,299.9917763,-1.159239321858351,-0.5138296698568678,-0.362572139315519,-0.5517561416458597,-0.2706049477112973,1.0128740776633216,-0.5751843873837126,-0.45337192575499186,-0.4319559864955151,-0.28686590246911503,0.4369742970744227,-1.1785491976611682,-0.4518534136492675
2018,Siddipet,2,Moderate,8.15,394.88,0.0,139.8927818,20,0.97,154.79355,12.0,22.93834923,1.37,72.0,19.448,259.9671053,0.658002285203807,-0.8658802494802983,-0.362572139315519,-1.1910127382819409,-0.8690833456490306,-0.18799961593429462,0.8183810218837292,-0.522731799974615,-0.88604013479604,-0.31197557009228927,-0.1818870399864417,-0.8064172159656867,-0.603565363932317
2018,Siddipet,5,High,8.1,564.48,0.0,198.4039151,130,1.65,47.3903,16.0,74.85415728,2.15,48.0,38.896,279.9342105,0.5485298992362055,-0.55798122769743,-0.362572139315519,-0.7577909953808001,-0.32047814753944176,0.6807175241150447,-0.28419519915168556,-0.4487479341403503,-0.4297928633074675,-0.27431106865752797,-0.5532038422229604,-0.3102412403717114,-0.5278808324742367
2018,Siddipet,5,High,8.43,766.72,80.0,260.8060579,130,1.48,60.89875,19.0,111.089953,2.8,56.0,53.482,359.9095395,1.2710476466223648,-0.19082616776012287,4.608021893290619,-0.2957598648953843,-0.32047814753944176,0.4635382391027099,-0.14552066413486026,-0.3932600347646517,-0.11134490788809125,-0.24292398412856017,-0.4294315748107875,0.06189074132376996,-0.22473747529040075
